image_id,has_oilpalm,score,Usage
img_050982017.jpg,1,1,Private
img_101882017.jpg,1,1,Private
img_109452017.jpg,1,0.8079,Private
img_009842017.jpg,1,1,Private
img_083672017.jpg,1,1,Private
img_052672017.jpg,1,0.5751,Private
img_088442017.jpg,1,1,Private
img_103512017.jpg,1,1,Private
img_021402017.jpg,1,0.7919,Private
img_075732017.jpg,1,0.8014,Private
img_016792017.jpg,1,1,Private
img_063072017.jpg,1,0.6087,Private
img_051722017.jpg,1,1,Private
img_038972017.jpg,1,0.5977,Private
img_015062017.jpg,1,1,Private
img_042492017.jpg,1,1,Private
img_108062017.jpg,1,1,Private
img_094682017.jpg,1,0.4129,Private
img_000032017.jpg,1,0.7548,Private
img_047232017.jpg,1,1,Private
img_046822017.jpg,1,1,Private
img_108492017.jpg,1,1,Private
img_081952017.jpg,1,1,Private
img_032912017.jpg,1,1,Private
img_023712017.jpg,1,1,Private
img_071192017.jpg,1,1,Private
img_077902017.jpg,1,1,Private
img_034702017.jpg,1,1,Private
img_044742017.jpg,1,1,Private
img_053062017.jpg,1,1,Private
img_070842017.jpg,1,1,Private
img_108612017.jpg,1,1,Private
img_005792017.jpg,1,1,Private
img_052442017.jpg,1,1,Private
img_065822017.jpg,1,1,Private
img_024212017.jpg,1,1,Private
img_074402017.jpg,1,1,Private
img_069672017.jpg,1,1,Private
img_079232017.jpg,1,1,Private
img_076612017.jpg,1,1,Private
img_097282017.jpg,1,1,Private
img_016342017.jpg,1,0.6182,Private
img_047272017.jpg,1,0.8059,Private
img_108792017.jpg,1,1,Private
img_076432017.jpg,1,1,Private
img_090092017.jpg,1,1,Private
img_025342017.jpg,1,1,Private
img_057092017.jpg,1,1,Private
img_093942017.jpg,1,1,Private
img_074312017.jpg,1,1,Private
img_056582017.jpg,1,1,Private
img_104392017.jpg,1,0.4034,Private
img_108402017.jpg,1,1,Private
img_004472017.jpg,1,0.823,Private
img_035782017.jpg,1,0.7975,Private
img_078822017.jpg,1,0.6047,Private
img_035812017.jpg,1,1,Private
img_021232017.jpg,1,1,Private
img_063862017.jpg,1,1,Private
img_044322017.jpg,1,1,Private
img_077392017.jpg,1,1,Private
img_014742017.jpg,1,0.5809,Private
img_060312017.jpg,1,1,Private
img_078432017.jpg,1,1,Private
img_061912017.jpg,1,1,Private
img_062242017.jpg,1,1,Private
img_046652017.jpg,1,0.8093,Private
img_046202017.jpg,1,1,Private
img_034562017.jpg,1,1,Private
img_091892017.jpg,1,1,Private
img_023072017.jpg,1,1,Private
img_026392017.jpg,1,1,Private
img_012572017.jpg,1,0.7958,Private
img_078612017.jpg,1,1,Private
img_047322017.jpg,1,0.7997,Private
img_091262017.jpg,1,1,Private
img_103792017.jpg,1,1,Private
img_029232017.jpg,1,0.8087,Private
img_049992017.jpg,1,1,Private
img_039542017.jpg,1,0.7995,Private
img_012792017.jpg,1,1,Private
img_036192017.jpg,1,1,Private
img_070322017.jpg,1,1,Private
img_104632017.jpg,1,0.4138,Private
img_017552017.jpg,1,1,Private
img_002242017.jpg,1,0.7889,Private
img_078032017.jpg,1,0.8034,Private
img_014862017.jpg,1,1,Private
img_064832017.jpg,1,0.3983,Private
img_025722017.jpg,1,1,Private
img_079282017.jpg,1,1,Private
img_028162017.jpg,1,1,Private
img_075692017.jpg,1,1,Private
img_039662017.jpg,1,0.8044,Private
img_107372017.jpg,1,1,Private
img_033392017.jpg,1,0.8038,Private
img_010802017.jpg,1,0.7946,Private
img_108152017.jpg,1,1,Private
img_096642017.jpg,1,0.8065,Private
img_079922017.jpg,1,1,Private
img_073952017.jpg,1,1,Private
img_007782017.jpg,1,0.805,Private
img_006252017.jpg,1,0.8192,Private
img_000572017.jpg,1,0.7633,Private
img_078252017.jpg,1,1,Private
img_049982017.jpg,1,1,Private
img_048612017.jpg,1,1,Private
img_046782017.jpg,1,1,Private
img_094962017.jpg,1,1,Private
img_012462017.jpg,1,1,Private
img_080592017.jpg,1,1,Private
img_102162017.jpg,1,1,Private
img_067212017.jpg,1,1,Private
img_023322017.jpg,1,0.7967,Private
img_105032017.jpg,1,0.6021,Private
img_031572017.jpg,1,1,Private
img_072112017.jpg,1,1,Private
img_049762017.jpg,1,1,Private
img_093632017.jpg,1,0.6135,Private
img_009732017.jpg,1,0.8359,Private
img_077452017.jpg,1,1,Private
img_000842017.jpg,1,1,Private
img_058802017.jpg,1,1,Private
img_033162017.jpg,1,1,Private
img_016732017.jpg,1,0.8047,Private
img_047562017.jpg,1,1,Private
img_073602017.jpg,1,1,Private
img_078352017.jpg,1,1,Private
img_029922017.jpg,1,1,Private
img_036912017.jpg,1,1,Private
img_060852017.jpg,1,1,Private
img_074602017.jpg,1,1,Private
img_099292017.jpg,1,1,Private
img_099712017.jpg,1,1,Private
img_051572017.jpg,1,1,Private
img_102662017.jpg,1,1,Private
img_046172017.jpg,1,1,Private
img_045202017.jpg,1,0.6064,Private
img_074642017.jpg,1,1,Private
img_104112017.jpg,1,1,Private
img_056752017.jpg,1,1,Private
img_021292017.jpg,1,1,Private
img_045492017.jpg,1,1,Private
img_102892017.jpg,1,0.5884,Private
img_090462017.jpg,1,1,Private
img_056902017.jpg,1,1,Private
img_054602017.jpg,1,1,Private
img_014412017.jpg,1,1,Private
img_095272017.jpg,1,1,Private
img_021032017.jpg,1,1,Private
img_100162017.jpg,1,0.8017,Private
img_078482017.jpg,1,1,Private
img_102132017.jpg,1,1,Private
img_087452017.jpg,1,1,Private
img_011722017.jpg,1,1,Private
img_092942017.jpg,1,0.5894,Private
img_058062017.jpg,1,1,Private
img_109482017.jpg,1,1,Private
img_044842017.jpg,1,1,Private
img_075562017.jpg,1,1,Private
img_000722017.jpg,1,0.5459,Private
img_066412017.jpg,1,1,Private
img_040352017.jpg,1,0.8089,Private
img_105682017.jpg,1,1,Private
img_015782017.jpg,1,1,Private
img_028262017.jpg,1,1,Private
img_019612017.jpg,1,0.7979,Private
img_031002017.jpg,1,1,Private
img_081542017.jpg,1,1,Private
img_033262017.jpg,1,1,Private
img_073022017.jpg,1,0.815,Private
img_093642017.jpg,1,1,Private
img_061312017.jpg,1,1,Private
img_034942017.jpg,1,1,Private
img_100912017.jpg,1,1,Private
img_045722017.jpg,1,0.7989,Private
img_102872017.jpg,1,0.6001,Private
img_009442017.jpg,1,1,Private
img_009572017.jpg,1,1,Private
img_089762017.jpg,1,1,Private
img_050332017.jpg,1,1,Private
img_035662017.jpg,1,1,Private
img_108852017.jpg,1,0.7995,Private
img_052392017.jpg,1,1,Private
img_095832017.jpg,1,1,Private
img_108582017.jpg,1,1,Private
img_073482017.jpg,1,1,Private
img_100172017.jpg,1,1,Private
img_060122017.jpg,1,1,Private
img_082352017.jpg,1,1,Private
img_052152017.jpg,1,1,Private
img_048922017.jpg,1,1,Private
img_083332017.jpg,1,1,Private
img_091832017.jpg,1,1,Private
img_073702017.jpg,1,1,Private
img_059392017.jpg,1,1,Private
img_049872017.jpg,1,1,Private
img_077502017.jpg,1,1,Private
img_019242017.jpg,1,1,Private
img_075382017.jpg,1,1,Private
img_035642017.jpg,1,1,Private
img_069212017.jpg,1,0.5987,Private
img_019162017.jpg,1,1,Private
img_076972017.jpg,1,1,Private
img_042612017.jpg,1,1,Private
img_058682017.jpg,1,1,Private
img_036272017.jpg,1,1,Private
img_105782017.jpg,1,1,Private
img_108742017.jpg,1,1,Private
img_052372017.jpg,1,1,Private
img_042192017.jpg,1,1,Private
img_081742017.jpg,1,1,Private
img_086812017.jpg,1,1,Private
img_030862017.jpg,1,1,Private
img_057752017.jpg,1,1,Private
img_059962017.jpg,1,1,Private
img_015082017.jpg,1,0.5699,Private
img_099912017.jpg,1,0.8008,Private
img_084452017.jpg,1,1,Private
img_072012017.jpg,1,1,Private
img_082732017.jpg,1,0.8201,Private
img_105992017.jpg,1,1,Private
img_090552017.jpg,1,1,Private
img_013372017.jpg,1,1,Private
img_027952017.jpg,1,1,Private
img_033732017.jpg,1,1,Private
img_058162017.jpg,1,1,Private
img_070102017.jpg,1,0.6036,Private
img_001882017.jpg,1,0.7548,Private
img_102632017.jpg,1,1,Private
img_009062017.jpg,1,0.6208,Private
img_037712017.jpg,1,1,Private
img_039992017.jpg,1,1,Private
img_072522017.jpg,1,1,Private
img_012622017.jpg,1,1,Private
img_104362017.jpg,1,0.6022,Private
img_051532017.jpg,1,1,Private
img_101692017.jpg,1,1,Private
img_096882017.jpg,1,1,Private
img_086852017.jpg,1,1,Private
img_013012017.jpg,1,1,Private
img_023032017.jpg,1,1,Private
img_064702017.jpg,1,1,Private
img_073802017.jpg,1,1,Private
img_072302017.jpg,1,1,Private
img_099952017.jpg,1,1,Private
img_015382017.jpg,1,1,Private
img_003002017.jpg,1,1,Private
img_026432017.jpg,1,0.8007,Private
img_076572017.jpg,1,1,Private
img_065802017.jpg,1,1,Private
img_015412017.jpg,1,1,Private
img_084112017.jpg,1,1,Private
img_082992017.jpg,1,0.6,Private
img_011452017.jpg,1,1,Private
img_006812017.jpg,1,1,Private
img_062132017.jpg,1,1,Private
img_060582017.jpg,1,1,Private
img_056152017.jpg,1,1,Private
img_084342017.jpg,1,1,Private
img_037522017.jpg,1,1,Private
img_083962017.jpg,1,1,Private
img_031692017.jpg,1,1,Private
img_054402017.jpg,1,1,Private
img_005932017.jpg,1,1,Private
img_018732017.jpg,1,1,Private
img_039772017.jpg,1,1,Private
img_034012017.jpg,1,1,Private
img_080272017.jpg,1,1,Private
img_073652017.jpg,1,1,Private
img_043972017.jpg,1,0.803,Private
img_071682017.jpg,1,0.8032,Private
img_075532017.jpg,1,1,Private
img_095992017.jpg,1,1,Private
img_035912017.jpg,1,0.798,Private
img_050362017.jpg,1,1,Private
img_018572017.jpg,1,1,Private
img_054462017.jpg,1,1,Private
img_067582017.jpg,1,1,Private
img_085732017.jpg,1,0.6083,Private
img_066452017.jpg,1,1,Private
img_100032017.jpg,1,1,Private
img_089372017.jpg,1,1,Private
img_043792017.jpg,1,1,Private
img_064372017.jpg,1,1,Private
img_028002017.jpg,1,1,Private
img_035562017.jpg,1,0.8033,Private
img_088782017.jpg,1,0.8011,Private
img_034862017.jpg,1,1,Private
img_075392017.jpg,1,1,Private
img_072332017.jpg,1,1,Private
img_098312017.jpg,1,1,Private
img_011862017.jpg,1,1,Private
img_001502017.jpg,1,0.6439,Private
img_067462017.jpg,1,1,Private
img_058422017.jpg,1,1,Private
img_106922017.jpg,1,1,Private
img_071632017.jpg,1,1,Private
img_078132017.jpg,1,1,Private
img_084192017.jpg,1,0.6012,Private
img_063032017.jpg,1,1,Private
img_086452017.jpg,1,1,Private
img_029832017.jpg,1,1,Private
img_078232017.jpg,1,1,Private
img_092582017.jpg,1,1,Private
img_099102017.jpg,1,0.8027,Private
img_077052017.jpg,1,1,Private
img_040882017.jpg,1,1,Private
img_000162017.jpg,1,1,Private
img_000482017.jpg,1,0.7049,Private
img_029322017.jpg,1,0.4009,Private
img_065382017.jpg,1,1,Private
img_108082017.jpg,1,1,Private
img_005092017.jpg,1,1,Private
img_093702017.jpg,1,0.7932,Private
img_023762017.jpg,1,1,Private
img_048112017.jpg,1,1,Private
img_078722017.jpg,1,1,Private
img_012642017.jpg,1,1,Private
img_030002017.jpg,1,0.8056,Private
img_090942017.jpg,1,1,Private
img_077372017.jpg,1,1,Private
img_078242017.jpg,1,1,Private
img_097522017.jpg,1,1,Private
img_007732017.jpg,1,1,Private
img_065352017.jpg,1,1,Private
img_108552017.jpg,1,1,Private
img_074412017.jpg,1,1,Private
img_043772017.jpg,1,1,Private
img_007132017.jpg,1,0.8273,Private
img_055742017.jpg,1,1,Private
img_102562017.jpg,1,1,Private
img_068792017.jpg,1,1,Private
img_048852017.jpg,1,0.5994,Private
img_075942017.jpg,1,1,Private
img_012652017.jpg,1,1,Private
img_084882017.jpg,1,1,Private
img_000502017.jpg,1,0.7548,Private
img_013352017.jpg,1,1,Private
img_096212017.jpg,1,1,Private
img_015872017.jpg,1,1,Private
img_028652017.jpg,1,0.8026,Private
img_028582017.jpg,1,1,Private
img_066342017.jpg,1,1,Private
img_049202017.jpg,1,0.6071,Private
img_008882017.jpg,1,1,Private
img_041832017.jpg,1,1,Private
img_022332017.jpg,1,1,Private
img_013642017.jpg,1,1,Private
img_015702017.jpg,1,1,Private
img_084412017.jpg,1,1,Private
img_062822017.jpg,1,1,Private
img_079532017.jpg,1,0.7945,Private
img_092952017.jpg,1,1,Private
img_074062017.jpg,1,1,Private
img_064422017.jpg,1,1,Private
img_043952017.jpg,1,0.7988,Private
img_095452017.jpg,1,1,Private
img_084732017.jpg,1,1,Private
img_053102017.jpg,1,1,Private
img_081122017.jpg,1,1,Private
img_006772017.jpg,1,0.8068,Private
img_095982017.jpg,1,1,Private
img_080912017.jpg,1,0.7896,Private
img_091292017.jpg,1,1,Private
img_059072017.jpg,1,0.4049,Private
img_053332017.jpg,1,1,Private
img_046852017.jpg,1,1,Private
img_028392017.jpg,1,1,Private
img_002182017.jpg,1,1,Private
img_026732017.jpg,1,1,Private
img_033992017.jpg,1,1,Private
img_016412017.jpg,1,1,Private
img_076092017.jpg,1,1,Private
img_106632017.jpg,1,0.8068,Private
img_108952017.jpg,1,1,Private
img_019182017.jpg,1,1,Private
img_047812017.jpg,1,1,Private
img_035442017.jpg,1,1,Private
img_058812017.jpg,1,1,Private
img_067512017.jpg,1,1,Private
img_063162017.jpg,1,1,Private
img_060742017.jpg,1,0.59,Private
img_032702017.jpg,1,1,Private
img_056252017.jpg,1,1,Private
img_002392017.jpg,1,0.5991,Private
img_002062017.jpg,1,1,Private
img_070872017.jpg,1,0.5926,Private
img_056462017.jpg,1,1,Private
img_094902017.jpg,1,1,Private
img_038942017.jpg,1,1,Private
img_104102017.jpg,1,1,Private
